code,name,market,industry,isin,list_date
8446,華研,TPEx,文化創意業,TW0008446006,2013/12/19
8450,霹靂,TPEx,文化創意業,TW0008450008,2014/10/07
8455,大拓-KY,TPEx,其他電子業,KYG264101034,2016/01/08
8472,夠麻吉,TPEx,數位雲端,TW0008472002,2016/01/11
8477,創業家,TPEx,數位雲端,TW0008477001,2025/08/25
8489,三貝德,TPEx,其他業,TW0008489006,2017/04/27
8905,裕國,TPEx,其他業,TW0008905001,1996/01/31
8906,花王,TPEx,其他業,TW0008906009,1996/04/23
8908,欣雄,TPEx,油電燃氣業,TW0008908005,1997/02/14
8916,光隆,TPEx,其他業,TW0008916008,1999/04/20
8917,欣泰,TPEx,油電燃氣業,TW0008917006,1999/05/06
8921,沈氏,TPEx,其他業,TW0008921008,2000/03/21
8923,時報,TPEx,文化創意業,TW0008923004,1999/12/27
8924,大田,TPEx,運動休閒,TW0008924002,2000/02/09
8927,北基,TPEx,油電燃氣業,TW0008927005,2000/11/02
8928,鉅明,TPEx,運動休閒,TW0008928003,2001/02/02
8929,富堡,TPEx,其他業,TW0008929001,2000/11/30
8930,青鋼,TPEx,鋼鐵工業,TW0008930009,2000/12/06
8931,大汽電,TPEx,油電燃氣業,TW0008931007,2001/05/10
8932,智通*,TPEx,其他業,TW0008932005,2001/03/29
8933,愛地雅,TPEx,運動休閒,TW0008933003,2001/03/28
8935,邦泰,TPEx,其他業,TW0008935008,2002/03/26
8936,國統,TPEx,其他業,TW0008936006,2002/09/09
8937,合騏,TPEx,其他業,TW0008937004,2002/10/29
8938,明安,TPEx,運動休閒,TW0008938002,2002/12/02
8941,關中,TPEx,居家生活,TW0008941006,2003/01/20
8942,森鉅,TPEx,其他業,TW0008942004,2003/05/16
9949,琉園,TPEx,文化創意業,TW0009949008,2003/11/21
9950,萬國通,TPEx,塑膠工業,TW0009950006,2004/02/17
9951,皇田,TPEx,電機機械,TW0009951004,2003/12/18
9960,邁達康,TPEx,運動休閒,TW0009960005,2004/12/06
9962,有益,TPEx,鋼鐵工業,TW0009962001,2006/07/10
1260,富味鄉,ESB,食品工業,TW0001260008,2012/11/26
1269,乾杯,ESB,觀光餐旅,TW0001269009,2016/08/29
1271,晨暉生技,ESB,生技醫療業,TW0001271005,2021/01/18
1293,利統,ESB,食品工業,TW0001293009,2021/10/29
1343,旭東環保,ESB,綠能環保,TW0001343002,2021/03/25
1480,東盟開發,ESB,鋼鐵工業,TW0001480002,2023/10/27
1594,日高,ESB,電機機械,TW0001594000,2010/10/13
1780,立弘,ESB,生技醫療業,TW0001780005,2010/04/29
2071,震南鐵,ESB,鋼鐵工業,TW0002071008,2019/09/23
2072,世紀風電,ESB,鋼鐵工業,TW0002072006,2020/11/30
2237,華德動能,ESB,電機機械,TW0002237005,2014/12/23
2245,詠勝昌*,ESB,電機機械,TW0002245008,2016/12/15
2249,湧盛,ESB,電機機械,TW0002249000,2019/12/19
2252,為昇科,ESB,其他電子業,TW0002252004,2021/08/23
2255,凱銳光電,ESB,其他電子業,TW0002255007,2021/11/30
2256,歐特明,ESB,其他電子業,TW0002256005,2021/12/08
2644,中信造船,ESB,航運業,TW0002644002,2022/10/11
2733,維格餅家,ESB,觀光餐旅,TW0002733003,2012/12/24
2741,老四川,ESB,觀光餐旅,TW0002741006,2014/10/28
2758,路易莎咖啡,ESB,觀光餐旅,TW0002758000,2021/09/17
2760,巨宇翔,ESB,觀光餐旅,TW0002760006,2022/12/26
2761,橘焱胡同,ESB,觀光餐旅,TW0002761004,2022/04/20
2938,床的世界,ESB,居家生活,TW0002938008,2016/10/05
2940,歐都納,ESB,運動休閒,TW0002940004,2025/05/05
2942,京站,ESB,居家生活,TW0002942000,2018/03/31
3097,拍檔,ESB,電腦及週邊設備業,TW0003097002,2002/08/02
3117,年程,ESB,電子零組件業,TW0003117008,2012/08/31
3184,微邦,ESB,生技醫療業,TW0003184008,2013/04/18
3473,智通聯網,ESB,通信網路業,TW0003473005,2025/08/11
3485,敘豐,ESB,光電業,TW0003485009,2012/09/28
3585,聯致,ESB,電子零組件業,TW0003585006,2007/10/25
3595,山太士,ESB,光電業,TW0003595005,2007/11/16
3603,建祥國際,ESB,電子通路業,TW0003603007,2008/01/09
3616,泓辰,ESB,電機機械,TW0003616009,2024/11/06
3633,云光,ESB,光電業,TW0003633004,2008/08/06
3659,百辰,ESB,光電業,TW0003659009,2009/10/19
3678,聯享,ESB,光電業,TW0003678009,2009/10/22
4115,善德生技,ESB,生技醫療業,TW0004115001,2022/08/31
4117,普生,ESB,生技醫療業,TW0004117007,2002/07/04
4132,國鼎,ESB,生技醫療業,TW0004132006,2010/05/26
4150,優你康,ESB,生技醫療業,TW0004150008,2010/09/15
4169,泰宗,ESB,生技醫療業,TW0004169008,2012/05/07
4170,鑫品生醫,ESB,生技醫療業,TW0004170006,2023/12/28
4172,因華,ESB,生技醫療業,TW0004172002,2012/09/13
4178,永笙-KY,ESB,生技醫療業,KYG8477S1084,2024/12/05
4186,尖端醫,ESB,生技醫療業,TW0004186002,2012/11/27
4194,禾生技,ESB,生技醫療業,TW0004194006,2013/12/13
4195,基米,ESB,生技醫療業,TW0004195003,2013/12/16
4197,暐世,ESB,生技醫療業,TW0004197009,2013/10/24
4431,敏成健康,ESB,其他業,TW0004431002,2011/08/30
4537,旭東,ESB,光電業,TW0004537006,2012/05/03
4544,春日,ESB,電機機械,TW0004544002,2012/12/24
4546,長亨,ESB,電機機械,TW0004546007,2013/07/30
4553,盛復,ESB,電機機械,TW0004553003,2014/09/16
4559,久裕興,ESB,運動休閒,TW0004559000,2014/12/08
4565,宏偉,ESB,電機機械,TW0004565007,2016/10/05
4570,傑生,ESB,電機機械,TW0004570007,2024/03/14
4573,高明鐵,ESB,電機機械,TW0004573001,2018/07/26
4575,銓寶,ESB,電機機械,TW0004575006,2018/11/19
4582,聚恆,ESB,綠能環保,TW0004582002,2019/09/30
4587,寶元數控,ESB,電機機械,TW0004587001,2022/07/27
4589,碩陽電機,ESB,電機機械,TW0004589007,2023/04/27
4724,宣捷幹細胞,ESB,生技醫療業,TW0004724000,2023/06/16
4732,彥臣,ESB,生技醫療業,TW0004732003,2007/12/25
4738,大同精化,ESB,化學工業,TW0004738000,2009/09/09
4765,磐采,ESB,化學工業,TW0004765003,2016/12/05
4773,高福,ESB,化學工業,TW0004773007,2022/10/25
4925,智微,ESB,半導體業,TW0004925003,2010/10/28
4980,佐臻,ESB,電子零組件業,TW0004980008,2010/11/16
5240,建騰,ESB,光電業,TW0005240006,2011/06/22
5246,勵威,ESB,半導體業,TW0005246003,2022/11/03
5248,景傳,ESB,光電業,TW0005248009,2011/09/06
5254,欣訊科技,ESB,電子零組件業,TW0005254007,2019/01/08
5262,立達,ESB,半導體業,TW0005262000,2013/10/21
5267,龍翩,ESB,光電業,TW0005267009,2012/02/24
5271,紘通,ESB,電子零組件業,TW0005271001,2012/03/06
5297,廣化,ESB,半導體業,TW0005297006,2017/02/21
5859,遠壽,ESB,金融保險業,TW0005859003,2015/04/16
5863,瑞興銀,ESB,金融保險業,TW0005863005,2007/12/03
6027,德信,ESB,金融保險業,TW0006027006,2015/11/02
6028,公勝保經,ESB,金融保險業,TW0006028004,2019/03/06
6035,悠遊卡,ESB,金融保險業,TW0006035009,2023/01/03
6407,相互,ESB,電子零組件業,TW0006407000,2013/03/29
6428,淘米,ESB,文化創意業,TW0006428006,2013/09/11
6434,達輝光電,ESB,光電業,TW0006434004,2013/11/12
6467,泰合,ESB,生技醫療業,TW0006467004,2024/12/30
6473,美賣*,ESB,數位雲端,TW0006473002,2014/12/08
6483,原創生醫,ESB,生技醫療業,TW0006483001,2024/03/29
6493,雷虎生,ESB,生技醫療業,TW0006493000,2015/01/08
6518,康科特,ESB,生技醫療業,TW0006518004,2015/05/13
6536,碩豐,ESB,資訊服務業,TW0006536006,2015/06/18
6539,麗彤,ESB,生技醫療業,TW0006539000,2015/10/15
6543,普惠醫工,ESB,生技醫療業,TW0006543002,2019/03/27
6549,景凱,ESB,生技醫療業,TW0006549009,2015/10/21
6555,榮炭,ESB,電子零組件業,TW0006555006,2016/01/25
6559,研晶,ESB,光電業,TW0006559008,2015/12/15
6563,映智,ESB,半導體業,TW0006563000,2025/03/10
6564,安特羅,ESB,生技醫療業,TW0006564008,2018/09/18
6565,物聯,ESB,數位雲端,TW0006565005,2017/01/18
6572,博錸,ESB,生技醫療業,TW0006572001,2016/02/26
6580,台睿,ESB,生技醫療業,TW0006580004,2017/06/20
6583,友松,ESB,文化創意業,TW0006583008,2016/08/05
6586,醣基,ESB,生技醫療業,TW0006586001,2017/09/27
6595,光禹國際,ESB,文化創意業,TW0006595002,2019/01/11
6599,普達系統,ESB,電腦及週邊設備業,TW0006599004,2017/12/25
6604,儒億,ESB,電機機械,TW0006604002,2025/10/28
6610,安成生技,ESB,生技醫療業,TW0006610009,2016/12/27
6618,永虹先進,ESB,化學工業,TW0006618002,2017/09/15
6621,華宇藥,ESB,生技醫療業,TW0006621006,2017/08/18
6622,百聿數碼,ESB,文化創意業,TW0006622004,2017/05/22
6634,欣耀,ESB,生技醫療業,TW0006634009,2017/06/29
6638,沅聖,ESB,電腦及週邊設備業,TW0006638000,2017/06/28
6639,源大環能,ESB,油電燃氣業,TW0006639008,2018/10/31
6648,斯其大,ESB,其他電子業,TW0006648009,2017/09/04
6650,帝圖,ESB,文化創意業,TW0006650005,2017/09/15
6652,雅祥生醫,ESB,生技醫療業,TW0006652001,2018/08/29
6659,天明製藥,ESB,生技醫療業,TW0006659006,2025/12/22
6665,康聯生醫,ESB,生技醫療業,TW0006665003,2017/11/23
6673,和詮,ESB,光電業,TW0006673007,2018/03/07
6676,祥翊,ESB,生技醫療業,TW0006676000,2022/01/19
6677,瑩碩生技,ESB,生技醫療業,TW0006677008,2018/06/27
6682,華旭先進,ESB,光電業,TW0006682008,2018/05/11
6696,仁新,ESB,生技醫療業,TW0006696008,2018/10/08
6704,國璽幹細胞,ESB,生技醫療業,TW0006704000,2023/04/26
6705,振躍精密,ESB,電機機械,TW0006705007,2018/10/31
6707,富基電通,ESB,電子通路業,TW0006707003,2022/07/21
6709,昱厚生技,ESB,生技醫療業,TW0006709009,2018/11/29
6723,傑智環境,ESB,綠能環保,TW0006723000,2018/12/26
6729,機光科技,ESB,光電業,TW0006729007,2019/07/04
6734,安盛生,ESB,生技醫療業,TW0006734007,2019/06/28
6737,秀育,ESB,電腦及週邊設備業,TW0006737000,2019/12/30
6738,鼎恒,ESB,資訊服務業,TW0006738008,2019/08/23
6744,豐技生技,ESB,生技醫療業,TW0006744006,2019/09/25
6748,亞果生醫,ESB,生技醫療業,TW0006748007,2021/07/27
6750,泰創工程,ESB,其他電子業,TW0006750003,2019/11/11
6755,連鋐科技,ESB,電子零組件業,TW0006755002,2019/12/05
6758,冠亞,ESB,生技醫療業,TW0006758006,2020/01/02
6775,穎台科技,ESB,光電業,TW0006775000,2020/05/29
6780,學習王,ESB,文化創意業,TW0006780000,2020/07/23
6784,天凱科技,ESB,通信網路業,TW0006784002,2020/11/18
6786,芯測,ESB,半導體業,TW0006786007,2020/08/19
6787,晶瑞光,ESB,光電業,TW0006787005,2021/04/16
6793,天力離岸,ESB,其他業,TW0006793003,2020/10/30
6797,圓點奈米,ESB,生技醫療業,TW0006797004,2020/11/05
6798,展逸,ESB,運動休閒,TW0006798002,2023/04/27
6808,三鼎生技,ESB,生技醫療業,TW0006808009,2020/12/25
6810,新穎生醫,ESB,生技醫療業,TW0006810005,2021/08/30
6812,梭特,ESB,光電業,TW0006812001,2021/02/04
6814,路迦生醫,ESB,生技醫療業,TW0006814007,2020/12/31
6815,晶鑽生醫,ESB,生技醫療業,TW0006815004,2021/01/29
6816,捷智商訊,ESB,資訊服務業,TW0006816002,2021/01/18
6817,溫士頓,ESB,生技醫療業,TW0006817000,2021/02/24
6818,連騰,ESB,通信網路業,TW0006818008,2021/01/21
6819,眾智,ESB,半導體業,TW0006819006,2021/02/05
6820,連訊,ESB,通信網路業,TW0006820004,2021/03/22
6825,和暢科技,ESB,電腦及週邊設備業,TW0006825003,2021/04/29
6826,和淞,ESB,其他電子業,TW0006826001,2021/06/17
6827,巨生醫,ESB,生技醫療業,TW0006827009,2021/10/19
6832,金鼎科,ESB,其他業,TW0006832009,2021/09/29
6833,太康精密,ESB,電子零組件業,TW0006833007,2021/06/01
6839,開陽能源,ESB,綠能環保,TW0006839004,2021/10/25
6842,一元素,ESB,半導體業,TW0006842008,2021/09/30
6847,普瑞博,ESB,生技醫療業,TW0006847007,2021/11/05
6848,拉法醫,ESB,生技醫療業,TW0006848005,2021/10/25
6849,奇鼎科技,ESB,其他電子業,TW0006849003,2024/11/22
6850,光鼎生技,ESB,生技醫療業,TW0006850001,2021/11/10
6857,宏碁智醫,ESB,生技醫療業,TW0006857006,2022/03/03
6858,愛比科技,ESB,電腦及週邊設備業,TW0006858004,2022/01/11
6864,元樟生技,ESB,生技醫療業,TW0006864002,2021/12/29
6867,坦德科技,ESB,光電業,TW0006867005,2022/06/23
6868,采威國際,ESB,資訊服務業,TW0006868003,2022/01/13
6876,朗齊生醫*,ESB,生技醫療業,TW0006876006,2024/01/18
6878,歐付寶,ESB,金融保險業,TW0006878002,2022/03/17
6879,大江基因,ESB,生技醫療業,TW0006879000,2022/05/25
6882,甲尚,ESB,資訊服務業,TW0006882004,2022/04/26
6883,微電能源,ESB,綠能環保,TW0006883002,2024/07/19
6886,遠東生技,ESB,食品工業,TW0006886005,2023/04/27
6891,樂迦再生,ESB,生技醫療業,TW0006891005,2022/07/12
6892,台寶生醫,ESB,生技醫療業,TW0006892003,2022/09/07
6898,程曦資訊,ESB,資訊服務業,TW0006898000,2022/09/30
6908,宏碁遊戲,ESB,電子通路業,TW0006908007,2022/09/13
6911,群運,ESB,其他業,TW0006911001,2022/10/20
6912,益鈞環科*,ESB,綠能環保,TW0006912009,2022/10/19
6915,美強光,ESB,電子零組件業,TW0006915002,2022/11/03
6917,竟天,ESB,生技醫療業,TW0006917008,2023/01/12
6920,恆勁科技,ESB,半導體業,TW0006920002,2023/01/10
6926,聖安生醫,ESB,生技醫療業,TW0006926009,2022/11/25
6927,聯合聚晶,ESB,半導體業,TW0006927007,2023/05/26
6932,水星生醫*,ESB,生技醫療業,TW0006932007,2022/12/23
6935,王子製藥,ESB,食品工業,TW0006935000,2023/03/29
6938,藍新資訊,ESB,資訊服務業,TW0006938004,2024/01/23
6939,啟弘生技,ESB,生技醫療業,TW0006939002,2023/05/15
6940,格斯科技*,ESB,電子零組件業,TW0006940000,2023/05/12
6945,圓祥生技,ESB,生技醫療業,TW0006945009,2023/07/14
6946,三地能源,ESB,綠能環保,TW0006946007,2024/10/07
6947,台鎔科技,ESB,綠能環保,TW0006947005,2023/07/21
6959,兆捷科技,ESB,化學工業,TW0006959000,2023/07/13
6963,品元,ESB,食品工業,TW0006963002,2023/06/28
6972,博瑞達應材,ESB,化學工業,TW0006972003,2024/11/29
6973,永立榮,ESB,生技醫療業,TW0006973001,2023/07/20
6976,育世博-KY,ESB,生技醫療業,KYG0073G1091,2023/08/08
6977,聯純,ESB,綠能環保,TW0006977002,2023/09/25
6979,勝釩,ESB,光電業,TW0006979008,2024/05/27
6980,鐳洋科技,ESB,通信網路業,TW0006980006,2023/08/02
6983,華洋精機,ESB,其他電子業,TW0006983000,2023/11/09
6984,ACPAY,ESB,數位雲端,TW0006984008,2023/10/20
6986,和迅,ESB,生技醫療業,TW0006986003,2023/11/29
6987,寶晶能源*,ESB,綠能環保,TW0006987001,2024/08/26
6990,華鉬,ESB,綠能環保,TW0006990005,2023/11/16
6995,野獸國,ESB,其他業,TW0006995004,2025/01/21
6999,瀚醫生技,ESB,生技醫療業,TW0006999006,2024/07/31
7419,達勝,ESB,電子零組件業,TW0007419004,2019/09/25
7427,華上生醫,ESB,生技醫療業,TW0007427007,2021/07/08
7443,凡事康,ESB,其他業,TW0007443004,2016/02/15
7455,樺緯物聯,ESB,電腦及週邊設備業,TW0007455008,2025/01/10
7507,環拓科技,ESB,綠能環保,TW0007507B10,2020/03/20
7516,清淨海,ESB,其他業,TW0007516B19,2018/12/24
7530,鋒魁科技,ESB,半導體業,TW0007530B11,2021/11/24
7551,知識科技,ESB,數位雲端,TW0007551B15,2019/12/12
7558,群利,ESB,其他業,TW0007558B18,2021/05/03
7561,光晟生技,ESB,生技醫療業,TW0007561B13,2020/07/06
7562,博來科技,ESB,電腦及週邊設備業,TW0007562B12,2023/11/13
7566,亞果遊艇,ESB,觀光餐旅,TW0007566B18,2020/07/01
7575,安美得,ESB,生技醫療業,TW0007575B17,2022/06/24
7578,利百景,ESB,其他業,TW0007578B14,2022/09/12
7583,國際海洋,ESB,綠能環保,TW0007583B17,2023/09/26
7590,怡和國際,ESB,其他業,TW0007590B18,2022/03/02
7595,世基生醫,ESB,生技醫療業,TW0007595B13,2020/12/22
7607,通用幹細胞*,ESB,生技醫療業,TW0007607004,2023/05/25
7669,碩正科技,ESB,半導體業,TW0007669B14,2025/11/27
7689,大鵬科CLMX,ESB,通信網路業,TW0007689B10,2025/10/03
7702,前端風電,ESB,綠能環保,TW0007702003,2023/10/17
7706,宏碁創達,ESB,其他業,TW0007706004,2023/12/25
7707,益芯科,ESB,半導體業,TW0007707002,2023/12/05
7710,東擎科技,ESB,電腦及週邊設備業,TW0007710006,2025/10/28
7719,碳基,ESB,其他業,TW0007719007,2023/11/23
7724,諾亞克,ESB,生技醫療業,TW0007724007,2024/08/15
7725,列特博,ESB,生技醫療業,TW0007725004,2023/12/22
7726,暄達,ESB,生技醫療業,TW0007726002,2024/02/27
7729,仲恩生醫,ESB,生技醫療業,TW0007729006,2024/03/11
7731,火星生技*,ESB,食品工業,TW0007731002,2024/02/05
7737,凱鈿,ESB,數位雲端,TW0007737009,2025/02/05
7742,天弘化,ESB,化學工業,TW0007742009,2024/07/04
7745,紅陽,ESB,數位雲端,TW0007745002,2026/01/05
7748,鑫囍創業,ESB,其他業,TW0007748006,2024/12/05
7752,世紀樺欣,ESB,綠能環保,TW0007752008,2024/06/19
7754,安基生技,ESB,生技醫療業,TW0007754004,2024/06/25
7756,多那之,ESB,觀光餐旅,TW0007756009,2024/08/01
7758,睿騰能源,ESB,電子零組件業,TW0007758005,2025/05/08
7759,視航生醫,ESB,生技醫療業,TW0007759003,2025/03/10
7760,享溫馨,ESB,觀光餐旅,TW0007760001,2024/11/08
7761,三大未來,ESB,綠能環保,TW0007761009,2024/08/16
7762,吉晟生,ESB,生技醫療業,TW0007762007,2024/07/25
7763,崇舜,ESB,化學工業,TW0007763005,2024/09/26
7764,聖州,ESB,其他業,TW0007764003,2024/08/28
7768,頌勝科技,ESB,半導體業,TW0007768004,2025/03/31
7772,耀穎,ESB,半導體業,TW0007772006,2025/06/26
7773,富禾生醫,ESB,生技醫療業,TW0007773004,2024/09/26
7776,奧孟亞,ESB,生技醫療業,TW0007776007,2024/10/25
7779,鍇睿國際,ESB,運動休閒,TW0007779001,2024/10/03
7781,昕力資*,ESB,數位雲端,TW0007781007,2024/10/23
7783,佳運,ESB,綠能環保,TW0007783003,2024/10/25
7785,北祥科服,ESB,數位雲端,TW0007785008,2025/06/26
7789,開展,ESB,觀光餐旅,TW0007789000,2024/11/20
7790,思必瑞特,ESB,生技醫療業,TW0007790008,2024/12/27
7794,宏碁智新,ESB,居家生活,TW0007794000,2024/11/15
7796,擷發科,ESB,半導體業,TW0007796005,2024/12/09
7797,Q BURGER,ESB,觀光餐旅,TW0007797003,2025/01/06
7798,將捷,ESB,建材營造業,TW0007798001,2025/10/21
7801,華芸科技,ESB,資訊服務業,TW0007801003,2024/11/25
7803,雲象科技,ESB,生技醫療業,TW0007803009,2024/11/26
7806,精華生醫,ESB,食品工業,TW0007806002,2024/12/12
7808,訊聯智藥,ESB,生技醫療業,TW0007808008,2024/12/12
7811,民盛,ESB,運動休閒,TW0007811002,2025/01/06
7812,稜研科技*,ESB,通信網路業,TW0007812000,2025/01/15
7813,宇辰系統,ESB,其他電子業,TW0007813008,2025/01/16
7814,海昌生技,ESB,生技醫療業,TW0007814006,2025/01/09
7815,新特,ESB,半導體業,TW0007815003,2025/01/15
7816,來穎,ESB,電子零組件業,TW0007816001,2025/01/15
7818,溢泰實業,ESB,其他業,TW0007818007,2025/02/07
7819,精誠金融,ESB,資訊服務業,TW0007819005,2025/02/12
7820,立盈,ESB,綠能環保,TW0007820003,2025/04/22
7821,神數,ESB,其他電子業,TW0007821001,2025/03/31
7822,倍利科,ESB,半導體業,TW0007822009,2025/03/27
7824,智寶,ESB,其他業,TW0007824005,2025/09/18
7825,和亞智慧,ESB,其他電子業,TW0007825002,2025/04/15
7826,極風雲創,ESB,數位雲端,TW0007826000,2025/04/15
7827,漢康-KY,ESB,生技醫療業,KYG4277B1068,2025/06/20
7828,創新服務,ESB,半導體業,TW0007828006,2025/05/08
7829,思捷優達-KY,ESB,生技醫療業,KYG8851R1065,2025/06/03
7831,捷博,ESB,居家生活,TW0007831000,2025/04/30
7832,智新生技*,ESB,生技醫療業,TW0007832008,2025/05/08
7833,綠岩能源,ESB,綠能環保,TW0007833006,2025/05/22
7834,來毅數位,ESB,資訊服務業,TW0007834004,2025/05/13
7836,智生活,ESB,其他業,TW0007836009,2025/07/30
7837,啟新生,ESB,生技醫療業,TW0007837007,2025/05/28
7839,達人網,ESB,數位雲端,TW0007839003,2025/05/23
7840,祥圃,ESB,農業科技業,TW0007840001,2025/06/18
7841,經貿聯網,ESB,資訊服務業,TW0007841009,2025/06/11
7842,天能綠電,ESB,綠能環保,TW0007842007,2025/06/10
7843,英柏得,ESB,半導體業,TW0007843005,2025/07/17
7846,德揚,ESB,綠能環保,TW0007846008,2025/06/26
7847,豊漁,ESB,觀光餐旅,TW0007847006,2025/06/26
7848,騏億鑫,ESB,其他電子業,TW0007848004,2025/07/29
7849,旭誼,ESB,其他電子業,TW0007849002,2025/08/01
7850,寶泰生醫,ESB,生技醫療業,TW0007850000,2025/08/04
7851,慧康生技*-KY,ESB,生技醫療業,KYG4711S1030,2025/11/19
7853,政美應用,ESB,半導體業,TW0007853004,2025/09/30
7854,佐茂,ESB,電腦及週邊設備業,TW0007854002,2025/10/30
7855,和運租車,ESB,其他業,TW0007855009,2025/09/26
7856,漢測,ESB,半導體業,TW0007856007,2025/09/17
7857,合水先進,ESB,綠能環保,TW0007857005,2025/08/28
7858,芝普,ESB,化學工業,TW0007858003,2025/09/26
7860,得生製藥,ESB,生技醫療業,TW0007860009,2025/09/09
7861,貝爾威勒,ESB,電子零組件業,TW0007861007,2025/11/12
7862,聚泰,ESB,紡織纖維,TW0007862005,2025/10/22
7863,中科物流,ESB,航運業,TW0007863003,2025/09/30
7865,金聯成,ESB,綠能環保,TW0007865008,2025/10/02
7866,丹立,ESB,半導體業,TW0007866006,2025/10/16
7867,特力屋,ESB,居家生活,TW0007867004,2025/10/16
7868,聖育,ESB,資訊服務業,TW0007868002,2025/10/21
7869,宏于電機,ESB,電機機械,TW0007869000,2025/12/22
7870,聯剛科技,ESB,其他電子業,TW0007870008,2025/11/21
7871,安立璽榮-KY,ESB,生技醫療業,KYG3106D1016,2026/01/13
7872,登豐,ESB,半導體業,TW0007872004,2025/12/22
7875,安圖斯,ESB,電腦及週邊設備業,TW0007875007,2025/11/21
7876,鼎晉生技,ESB,生技醫療業,TW0007876005,2025/11/24
7877,海利普,ESB,綠能環保,TW0007877003,2025/11/27
7878,藥祇,ESB,生技醫療業,TW0007878001,2025/11/27
7879,益材科技,ESB,電機機械,TW0007879009,2026/01/23
7880,聖凰,ESB,半導體業,TW0007880007,2025/11/26
7881,科明,ESB,生技醫療業,TW0007881005,2025/11/26
7882,倍利創投,ESB,其他業,TW0007882003,2025/12/09
7883,饗賓,ESB,觀光餐旅,TW0007883001,2026/01/23
7885,宏羚,ESB,其他電子業,TW0007885006,2026/01/16
7886,科建,ESB,半導體業,TW0007886004,2026/01/19
7887,宇川精材,ESB,半導體業,TW0007887002,2026/01/13
7888,麗寶新藥,ESB,生技醫療業,TW0007888000,2025/12/23
7889,騰勢,ESB,食品工業,TW0007889008,2026/01/13
7890,明曜科技,ESB,綠能環保,TW0007890006,2026/01/20
7891,博研醫藥,ESB,生技醫療業,TW0007891004,2026/01/14
7892,元鈦科,ESB,電腦及週邊設備業,TW0007892002,2026/01/16
7893,睿信,ESB,電子零組件業,TW0007893000,2026/01/15
7895,元進莊,ESB,農業科技業,TW0007895005,2026/01/22
7896,喬越,ESB,電子零組件業,TW0007896003,2026/01/16
7897,禾迅綠電,ESB,綠能環保,TW0007897001,2026/01/27
7901,大大寬頻,ESB,通信網路業,TW0007901001,2026/01/21
7902,宇越生醫*,ESB,生技醫療業,TW0007902009,2026/01/22
7904,任開數位,ESB,數位雲端,TW0007904005,2026/01/23
8058,耐特,ESB,其他電子業,TW0008058009,2025/07/15
8098,慶康科技,ESB,半導體業,TW0008098005,2023/10/31
8119,公信,ESB,電腦及週邊設備業,TW0008119009,2017/07/04
8298,威睿,ESB,資訊服務業,TW0008298001,2018/03/28
8329,台視,ESB,文化創意業,TW0008329004,2007/09/06
8345,超秦,ESB,農業科技業,TW0008345000,2025/06/18
8359,錢櫃,ESB,觀光餐旅,TW0008359001,2012/05/03
8458,影一,ESB,文化創意業,TW0008458001,2014/10/27
8999,台灣積層,ESB,其他業,TW0008999004,2025/01/10
9957,燁聯,ESB,鋼鐵工業,TW0009957001,2003/01/03
